Time (JST),Kashiwazaki (m),Mikuni (m),Oga (m),Okushiri (m),Tobishima (m)
2024/01/01 18:47:00,-0.056,-0.029,-0.039,-0.032,0.004
2024/01/01 18:47:30,-0.054,-0.059,-0.007,0.010,-0.047
2024/01/01 18:48:00,-0.043,-0.067,0.035,0.056,-0.105
2024/01/01 18:48:30,-0.013,-0.060,0.032,0.066,-0.128
2024/01/01 18:49:00,-0.018,-0.086,-0.012,0.029,-0.101
2024/01/01 18:49:30,0.009,-0.045,-0.074,-0.027,-0.066
2024/01/01 18:50:00,0.029,-0.035,-0.123,-0.078,-0.004
2024/01/01 18:50:30,0.045,-0.020,-0.113,-0.071,0.024
2024/01/01 18:51:00,0.056,-0.006,-0.027,-0.012,0.021
2024/01/01 18:51:30,0.076,0.004,0.016,0.053,-0.035
2024/01/01 18:52:00,0.088,0.005,-0.120,0.090,-0.104
2024/01/01 18:52:30,0.106,0.013,-0.169,0.067,-0.153
2024/01/01 18:53:00,0.117,0.034,-0.134,0.022,-0.152
2024/01/01 18:53:30,0.114,0.046,0.011,-0.021,-0.075
2024/01/01 18:54:00,0.107,0.052,0.054,-0.043,0.022
2024/01/01 18:54:30,0.090,0.062,0.033,-0.016,0.129
2024/01/01 18:55:00,0.075,0.049,0.005,0.024,0.229
2024/01/01 18:55:30,0.053,0.056,0.006,0.038,0.264
2024/01/01 18:56:00,0.046,0.061,-0.004,0.019,0.195
2024/01/01 18:56:30,0.043,0.026,-0.073,-0.027,0.106
2024/01/01 18:57:00,0.033,0.025,-0.122,-0.064,0.016
2024/01/01 18:57:30,0.020,0.035,-0.027,-0.073,-0.033
2024/01/01 18:58:00,0.023,0.041,0.028,-0.064,-0.038
2024/01/01 18:58:30,-0.003,0.043,0.030,-0.026,-0.005
2024/01/01 18:59:00,-0.038,0.038,-0.064,0.015,0.001
2024/01/01 18:59:30,-0.048,0.044,-0.114,0.038,0.004
2024/01/01 19:00:00,-0.049,0.019,-0.059,0.042,-0.031
2024/01/01 19:00:30,-0.060,0.011,-0.030,0.028,-0.029
2024/01/01 19:01:00,-0.066,0.030,0.032,0.006,-0.015
2024/01/01 19:01:30,-0.050,0.036,0.019,-0.007,0.008
2024/01/01 19:02:00,-0.054,-0.010,0.067,0.007,0.031
2024/01/01 19:02:30,-0.041,0.000,0.080,0.031,0.061
2024/01/01 19:03:00,-0.024,0.008,0.031,0.029,0.025
2024/01/01 19:03:30,-0.008,-0.004,0.012,0.005,-0.022
2024/01/01 19:04:00,0.000,0.005,0.014,-0.025,-0.094
2024/01/01 19:04:30,0.003,0.045,0.095,-0.044,-0.136
2024/01/01 19:05:00,0.005,0.060,0.141,-0.026,-0.131
2024/01/01 19:05:30,0.008,0.052,0.188,-0.005,-0.063
2024/01/01 19:06:00,0.010,0.090,0.160,0.007,0.022
2024/01/01 19:06:30,-0.003,0.132,0.112,0.033,0.106
2024/01/01 19:07:00,0.002,0.156,0.017,0.052,0.134
2024/01/01 19:07:30,-0.016,0.195,-0.086,0.060,0.095
2024/01/01 19:08:00,-0.025,0.173,-0.090,0.066,0.060
2024/01/01 19:08:30,-0.027,0.182,-0.038,0.057,0.056
2024/01/01 19:09:00,-0.041,0.142,0.042,0.041,0.073
2024/01/01 19:09:30,-0.041,0.107,0.019,0.007,0.103
2024/01/01 19:10:00,-0.040,0.067,-0.018,-0.027,0.077
2024/01/01 19:10:30,-0.062,0.037,-0.161,-0.035,0.063
2024/01/01 19:11:00,-0.071,0.014,-0.195,-0.035,0.031
2024/01/01 19:11:30,-0.079,-0.017,-0.120,-0.049,0.005
2024/01/01 19:12:00,-0.086,-0.046,0.016,-0.066,-0.037
2024/01/01 19:12:30,-0.078,-0.050,0.068,-0.071,-0.099
2024/01/01 19:13:00,-0.074,-0.081,0.033,-0.062,-0.162
2024/01/01 19:13:30,-0.083,-0.104,-0.061,-0.038,-0.203
2024/01/01 19:14:00,-0.059,-0.131,-0.142,0.004,-0.163
2024/01/01 19:14:30,-0.035,-0.146,-0.183,0.037,-0.075
2024/01/01 19:15:00,-0.025,-0.169,-0.190,0.040,0.013
2024/01/01 19:15:30,-0.006,-0.213,-0.151,0.016,0.057
2024/01/01 19:16:00,0.023,-0.243,-0.010,-0.016,0.025
2024/01/01 19:16:30,0.057,-0.278,0.098,-0.022,-0.032
2024/01/01 19:17:00,0.064,-0.285,0.064,-0.001,-0.051
2024/01/01 19:17:30,0.082,-0.304,0.061,0.035,-0.046
2024/01/01 19:18:00,0.101,-0.269,0.007,0.066,0.005
2024/01/01 19:18:30,0.124,-0.261,0.034,0.072,0.073
2024/01/01 19:19:00,0.126,-0.215,0.030,0.056,0.111
2024/01/01 19:19:30,0.152,-0.218,0.062,0.019,0.104
2024/01/01 19:20:00,0.167,-0.218,0.054,-0.014,0.042
2024/01/01 19:20:30,0.168,-0.228,0.050,-0.032,-0.028
2024/01/01 19:21:00,0.162,-0.230,-0.023,-0.063,-0.106
2024/01/01 19:21:30,0.156,-0.218,-0.085,-0.061,-0.158
2024/01/01 19:22:00,0.154,-0.157,-0.042,-0.038,-0.127
2024/01/01 19:22:30,0.132,-0.108,-0.070,-0.029,-0.046
2024/01/01 19:23:00,0.108,-0.005,-0.057,-0.031,0.043
2024/01/01 19:23:30,0.076,0.041,0.009,-0.014,0.118
2024/01/01 19:24:00,0.037,0.075,0.019,0.014,0.154
2024/01/01 19:24:30,0.017,0.133,-0.006,0.012,0.126
2024/01/01 19:25:00,0.010,0.155,-0.050,-0.009,0.114
2024/01/01 19:25:30,-0.009,0.183,-0.036,-0.039,0.081
2024/01/01 19:26:00,-0.014,0.205,-0.039,-0.057,0.066
2024/01/01 19:26:30,-0.024,0.268,-0.008,-0.042,0.019
2024/01/01 19:27:00,-0.028,0.285,-0.033,-0.015,-0.017
2024/01/01 19:27:30,-0.044,0.265,-0.050,0.010,-0.054
2024/01/01 19:28:00,-0.038,0.236,-0.038,-0.009,-0.087
2024/01/01 19:28:30,-0.031,0.198,-0.008,-0.049,-0.087
2024/01/01 19:29:00,-0.046,0.144,0.061,-0.069,-0.102
2024/01/01 19:29:30,-0.066,0.125,0.045,-0.042,-0.085
2024/01/01 19:30:00,-0.055,0.089,0.033,0.001,-0.079
2024/01/01 19:30:30,-0.080,0.032,0.125,0.035,-0.044
2024/01/01 19:31:00,-0.076,-0.007,0.161,0.043,-0.010
2024/01/01 19:31:30,-0.081,-0.036,0.223,0.024,0.028
2024/01/01 19:32:00,-0.092,-0.079,0.149,-0.006,0.066
2024/01/01 19:32:30,-0.084,-0.086,0.114,-0.010,0.086
2024/01/01 19:33:00,-0.069,-0.106,0.009,0.023,0.070
2024/01/01 19:33:30,-0.060,-0.087,-0.074,0.059,0.014
2024/01/01 19:34:00,-0.044,-0.097,-0.054,0.075,-0.036
2024/01/01 19:34:30,-0.039,-0.052,-0.038,0.050,-0.096
2024/01/01 19:35:00,-0.036,-0.019,0.027,0.006,-0.112
2024/01/01 19:35:30,-0.028,0.011,0.051,-0.027,-0.098
2024/01/01 19:36:00,-0.034,0.048,0.095,-0.009,-0.060
2024/01/01 19:36:30,-0.028,0.077,0.119,0.027,-0.019
2024/01/01 19:37:00,-0.037,0.109,0.128,0.053,-0.006
2024/01/01 19:37:30,-0.041,0.123,0.136,0.041,-0.006
2024/01/01 19:38:00,-0.037,0.125,0.092,0.005,-0.041
2024/01/01 19:38:30,-0.025,0.174,-0.010,-0.025,-0.061
2024/01/01 19:39:00,-0.027,0.216,-0.081,-0.016,-0.053
2024/01/01 19:39:30,-0.016,0.239,-0.044,0.016,-0.039
2024/01/01 19:40:00,-0.020,0.263,-0.010,0.031,-0.005
2024/01/01 19:40:30,-0.001,0.255,-0.004,0.019,0.023
2024/01/01 19:41:00,0.000,0.219,-0.039,-0.014,0.036
2024/01/01 19:41:30,0.021,0.170,-0.043,-0.048,0.059
2024/01/01 19:42:00,0.027,0.110,-0.016,-0.050,0.099
2024/01/01 19:42:30,0.031,0.074,-0.011,-0.021,0.164
2024/01/01 19:43:00,0.028,0.052,-0.053,0.018,0.227
2024/01/01 19:43:30,0.046,0.021,-0.085,0.031,0.213
2024/01/01 19:44:00,0.051,0.000,-0.046,0.008,0.132
2024/01/01 19:44:30,0.043,-0.028,-0.048,-0.031,0.018
2024/01/01 19:45:00,0.037,-0.065,-0.055,-0.052,-0.087
2024/01/01 19:45:30,0.033,-0.085,-0.096,-0.030,-0.166
2024/01/01 19:46:00,0.031,-0.116,-0.074,0.012,-0.162
2024/01/01 19:46:30,0.024,-0.108,-0.117,0.050,-0.096
2024/01/01 19:47:00,0.012,-0.110,-0.053,0.055,-0.024
2024/01/01 19:47:30,-0.006,-0.080,-0.034,0.031,0.059
2024/01/01 19:48:00,-0.011,-0.072,-0.062,0.000,0.126
2024/01/01 19:48:30,-0.020,-0.040,0.024,-0.027,0.147
2024/01/01 19:49:00,-0.012,0.013,0.022,-0.025,0.109
2024/01/01 19:49:30,-0.026,0.027,0.069,-0.005,0.052
2024/01/01 19:50:00,-0.013,0.036,0.063,0.019,0.005
2024/01/01 19:50:30,-0.011,0.040,0.058,0.022,-0.016
2024/01/01 19:51:00,-0.022,0.049,0.026,0.008,-0.009
2024/01/01 19:51:30,-0.007,0.061,-0.002,0.001,-0.034
2024/01/01 19:52:00,-0.009,0.042,-0.049,-0.013,-0.068
2024/01/01 19:52:30,0.002,0.008,-0.056,-0.003,-0.120
2024/01/01 19:53:00,0.004,-0.009,-0.038,0.028,-0.166
2024/01/01 19:53:30,0.013,-0.041,-0.021,0.048,-0.179
2024/01/01 19:54:00,0.011,-0.067,0.013,0.037,-0.143
2024/01/01 19:54:30,-0.007,-0.085,0.020,0.021,-0.106
2024/01/01 19:55:00,-0.005,-0.111,0.028,0.009,-0.074
2024/01/01 19:55:30,-0.018,-0.137,-0.057,0.009,-0.056
2024/01/01 19:56:00,-0.031,-0.176,-0.153,0.017,-0.023
2024/01/01 19:56:30,-0.053,-0.184,-0.128,0.022,0.002
2024/01/01 19:57:00,-0.076,-0.218,-0.040,0.008,0.046
2024/01/01 19:57:30,-0.092,-0.249,0.106,-0.025,0.081
2024/01/01 19:58:00,-0.118,-0.258,0.063,-0.047,0.094
2024/01/01 19:58:30,-0.108,-0.271,0.026,-0.051,0.073
2024/01/01 19:59:00,-0.117,-0.275,-0.043,-0.042,0.065
2024/01/01 19:59:30,-0.108,-0.244,-0.069,-0.021,0.074
2024/01/01 20:00:00,-0.095,-0.209,-0.057,-0.001,0.077
2024/01/01 20:00:30,-0.079,-0.186,0.024,0.005,0.080
2024/01/01 20:01:00,-0.061,-0.135,0.038,0.001,0.041
2024/01/01 20:01:30,-0.036,-0.086,0.036,0.007,-0.005
2024/01/01 20:02:00,-0.023,-0.059,0.099,0.029,-0.049
2024/01/01 20:02:30,0.000,-0.032,0.106,0.036,-0.016
2024/01/01 20:03:00,0.011,-0.031,0.026,0.020,0.041
2024/01/01 20:03:30,0.036,-0.006,-0.051,0.001,0.104
2024/01/01 20:04:00,0.056,-0.018,-0.086,-0.007,0.128
2024/01/01 20:04:30,0.072,0.009,-0.056,0.003,0.087
2024/01/01 20:05:00,0.079,0.048,0.004,0.012,0.018
2024/01/01 20:05:30,0.082,0.082,0.069,0.028,-0.030
2024/01/01 20:06:00,0.083,0.097,0.115,0.027,-0.023
2024/01/01 20:06:30,0.079,0.104,0.106,0.004,0.006
2024/01/01 20:07:00,0.066,0.114,0.037,-0.019,0.007
2024/01/01 20:07:30,0.056,0.079,0.019,-0.032,-0.020
2024/01/01 20:08:00,0.052,0.082,-0.017,-0.024,-0.058
2024/01/01 20:08:30,0.035,0.105,0.070,-0.009,-0.100
2024/01/01 20:09:00,0.053,0.112,0.107,0.000,-0.129
2024/01/01 20:09:30,0.052,0.102,0.102,-0.010,-0.154
2024/01/01 20:10:00,0.061,0.106,0.131,-0.032,-0.132
2024/01/01 20:10:30,0.070,0.119,0.021,-0.042,-0.106
2024/01/01 20:11:00,0.064,0.072,0.008,-0.031,-0.043
2024/01/01 20:11:30,0.071,0.069,-0.119,-0.007,0.040
2024/01/01 20:12:00,0.085,0.034,-0.052,0.019,0.109
2024/01/01 20:12:30,0.084,-0.012,-0.032,0.025,0.141
2024/01/01 20:13:00,0.089,-0.034,-0.030,0.017,0.087
2024/01/01 20:13:30,0.065,-0.058,-0.044,-0.002,0.028
2024/01/01 20:14:00,0.045,-0.048,-0.037,-0.021,-0.013
2024/01/01 20:14:30,0.049,-0.061,-0.068,-0.037,-0.018
2024/01/01 20:15:00,0.019,-0.023,-0.056,-0.036,0.019
2024/01/01 20:15:30,0.020,0.011,-0.082,-0.023,0.055
2024/01/01 20:16:00,0.025,0.051,-0.126,-0.015,0.093
2024/01/01 20:16:30,0.015,0.102,-0.082,-0.016,0.106
2024/01/01 20:17:00,0.018,0.146,-0.009,-0.016,0.087
2024/01/01 20:17:30,0.022,0.189,0.006,-0.019,0.086
2024/01/01 20:18:00,0.031,0.206,0.030,-0.030,0.092
2024/01/01 20:18:30,0.059,0.262,-0.023,-0.038,0.126
2024/01/01 20:19:00,0.062,0.290,-0.049,-0.031,0.133
2024/01/01 20:19:30,0.080,0.297,-0.067,-0.019,0.130
2024/01/01 20:20:00,0.075,0.293,-0.055,-0.001,0.073
2024/01/01 20:20:30,0.075,0.262,-0.011,0.027,-0.006
2024/01/01 20:21:00,0.084,0.255,0.036,0.054,-0.096
2024/01/01 20:21:30,0.064,0.229,0.030,0.053,-0.178
2024/01/01 20:22:00,0.039,0.171,0.063,0.029,-0.229
2024/01/01 20:22:30,0.011,0.150,0.061,0.002,-0.230
2024/01/01 20:23:00,0.007,0.079,0.063,-0.024,-0.190
2024/01/01 20:23:30,-0.019,-0.001,0.152,-0.046,-0.113
2024/01/01 20:24:00,-0.068,-0.061,0.172,-0.044,-0.031
2024/01/01 20:24:30,-0.077,-0.124,0.136,-0.030,0.042
2024/01/01 20:25:00,-0.095,-0.176,0.080,-0.006,0.072
2024/01/01 20:25:30,-0.101,-0.195,0.050,0.012,0.028
2024/01/01 20:26:00,-0.117,-0.212,-0.007,0.014,-0.031
2024/01/01 20:26:30,-0.112,-0.228,0.010,0.005,-0.091
2024/01/01 20:27:00,-0.114,-0.245,0.008,0.009,-0.128
2024/01/01 20:27:30,-0.117,-0.247,0.055,0.015,-0.124
2024/01/01 20:28:00,-0.112,-0.255,0.088,0.014,-0.126
2024/01/01 20:28:30,-0.086,-0.236,0.057,0.021,-0.094
2024/01/01 20:29:00,-0.077,-0.220,-0.056,0.019,-0.062
2024/01/01 20:29:30,-0.074,-0.188,-0.110,0.009,-0.012
2024/01/01 20:30:00,-0.050,-0.150,-0.166,0.000,0.052
2024/01/01 20:30:30,-0.042,-0.110,-0.124,0.006,0.119
2024/01/01 20:31:00,-0.018,-0.056,-0.017,0.019,0.166
2024/01/01 20:31:30,-0.024,-0.027,-0.057,0.030,0.132
2024/01/01 20:32:00,-0.021,0.028,-0.062,0.025,0.050
2024/01/01 20:32:30,-0.017,0.062,-0.115,0.014,-0.053
2024/01/01 20:33:00,-0.009,0.086,-0.069,-0.004,-0.138
2024/01/01 20:33:30,-0.022,0.079,-0.046,-0.014,-0.154
2024/01/01 20:34:00,-0.020,0.072,0.009,-0.002,-0.067
2024/01/01 20:34:30,-0.044,0.079,0.005,0.016,0.034
2024/01/01 20:35:00,-0.032,0.045,0.041,0.034,0.139
2024/01/01 20:35:30,-0.055,0.038,0.003,0.031,0.193
2024/01/01 20:36:00,-0.050,0.025,-0.025,0.021,0.139
2024/01/01 20:36:30,-0.029,0.017,-0.033,0.012,0.057
2024/01/01 20:37:00,-0.016,0.006,-0.043,0.005,-0.016
2024/01/01 20:37:30,-0.017,0.004,-0.081,0.009,-0.049
2024/01/01 20:38:00,-0.013,-0.041,-0.057,0.017,-0.017
2024/01/01 20:38:30,0.002,-0.055,-0.007,0.024,0.016
2024/01/01 20:39:00,-0.008,-0.074,-0.036,0.027,0.054
2024/01/01 20:39:30,0.007,-0.070,-0.023,0.031,0.055
2024/01/01 20:40:00,0.011,-0.066,-0.050,0.035,0.044
2024/01/01 20:40:30,0.029,-0.066,-0.042,0.035,0.026
2024/01/01 20:41:00,0.025,-0.067,-0.019,0.029,0.017
2024/01/01 20:41:30,0.029,-0.024,0.002,0.018,0.018
2024/01/01 20:42:00,0.012,-0.027,0.003,0.001,-0.007
2024/01/01 20:42:30,0.008,-0.045,0.018,-0.014,-0.028
2024/01/01 20:43:00,-0.002,0.027,0.044,-0.019,-0.053
2024/01/01 20:43:30,0.019,0.027,0.064,-0.020,-0.041
2024/01/01 20:44:00,0.017,0.030,0.061,-0.033,-0.027
2024/01/01 20:44:30,0.014,0.049,0.079,-0.053,0.006
2024/01/01 20:45:00,0.013,0.064,-0.013,-0.055,0.023
2024/01/01 20:45:30,0.020,0.044,-0.029,-0.036,0.016
2024/01/01 20:46:00,0.012,0.029,0.016,-0.011,0.011
2024/01/01 20:46:30,0.024,0.008,0.037,0.012,-0.015
2024/01/01 20:47:00,0.042,0.027,0.064,0.031,-0.023
2024/01/01 20:47:30,0.042,0.014,0.092,0.035,-0.045
2024/01/01 20:48:00,0.056,0.033,0.091,0.018,-0.057
2024/01/01 20:48:30,0.054,0.022,0.086,-0.013,-0.092
2024/01/01 20:49:00,0.052,0.036,0.125,-0.037,-0.127
2024/01/01 20:49:30,0.039,-0.007,0.079,-0.034,-0.128
2024/01/01 20:50:00,0.038,-0.051,0.002,-0.014,-0.090
2024/01/01 20:50:30,0.037,-0.041,-0.054,0.011,-0.024
2024/01/01 20:51:00,0.022,-0.040,-0.034,0.023,0.059
2024/01/01 20:51:30,-0.003,-0.049,-0.002,0.005,0.126
2024/01/01 20:52:00,-0.025,-0.019,0.065,-0.025,0.152
2024/01/01 20:52:30,-0.021,-0.054,0.019,-0.042,0.106
2024/01/01 20:53:00,-0.031,-0.062,-0.031,-0.029,0.058
2024/01/01 20:53:30,-0.046,-0.075,0.000,-0.005,0.021
2024/01/01 20:54:00,-0.040,-0.083,0.009,0.013,0.000
2024/01/01 20:54:30,-0.055,-0.082,0.005,0.019,0.007
2024/01/01 20:55:00,-0.052,-0.076,0.034,0.010,-0.002
2024/01/01 20:55:30,-0.045,-0.056,0.053,-0.003,0.017
2024/01/01 20:56:00,-0.035,-0.062,0.145,-0.014,0.054
2024/01/01 20:56:30,-0.010,-0.019,0.147,-0.007,0.079
2024/01/01 20:57:00,0.005,-0.028,0.098,0.004,0.104
2024/01/01 20:57:30,0.020,-0.034,0.054,0.006,0.110
2024/01/01 20:58:00,0.038,-0.016,0.024,-0.005,0.091
2024/01/01 20:58:30,0.037,-0.014,-0.014,-0.020,0.060
2024/01/01 20:59:00,0.042,0.022,-0.027,-0.035,0.020
2024/01/01 20:59:30,0.034,0.051,-0.025,-0.027,-0.017
2024/01/01 21:00:00,0.019,0.079,0.031,-0.002,-0.040
2024/01/01 21:00:30,0.002,0.107,0.020,0.031,-0.040
2024/01/01 21:01:00,-0.011,0.142,-0.014,0.053,-0.025
2024/01/01 21:01:30,-0.038,0.116,-0.057,0.044,-0.005
2024/01/01 21:02:00,-0.041,0.139,-0.104,0.023,0.018
2024/01/01 21:02:30,-0.055,0.157,-0.153,-0.004,-0.022
2024/01/01 21:03:00,-0.062,0.158,-0.214,-0.014,-0.061
2024/01/01 21:03:30,-0.079,0.155,-0.191,-0.011,-0.106
2024/01/01 21:04:00,-0.072,0.186,-0.129,-0.004,-0.130
2024/01/01 21:04:30,-0.060,0.192,-0.092,0.007,-0.121
2024/01/01 21:05:00,-0.047,0.174,-0.069,0.011,-0.080
2024/01/01 21:05:30,-0.038,0.165,-0.038,0.002,-0.038
2024/01/01 21:06:00,-0.016,0.151,-0.076,-0.014,-0.002
2024/01/01 21:06:30,-0.008,0.113,-0.075,-0.027,-0.010
2024/01/01 21:07:00,0.010,0.081,-0.071,-0.032,-0.016
2024/01/01 21:07:30,0.014,0.073,-0.007,-0.027,-0.028
2024/01/01 21:08:00,0.027,0.039,-0.088,-0.015,-0.019
2024/01/01 21:08:30,0.025,0.042,-0.085,-0.008,0.013
2024/01/01 21:09:00,0.033,-0.007,-0.087,-0.022,0.027
2024/01/01 21:09:30,0.025,-0.027,-0.051,-0.042,0.042
2024/01/01 21:10:00,0.026,-0.038,-0.046,-0.065,0.020
2024/01/01 21:10:30,0.017,-0.060,0.003,-0.067,-0.013
2024/01/01 21:11:00,0.035,-0.052,-0.020,-0.041,-0.039
2024/01/01 21:11:30,0.034,-0.072,-0.011,-0.004,-0.033
2024/01/01 21:12:00,0.040,-0.063,0.003,0.027,-0.010
2024/01/01 21:12:30,0.036,-0.073,-0.032,0.038,0.033
2024/01/01 21:13:00,0.039,-0.062,-0.020,0.027,0.073
2024/01/01 21:13:30,0.058,-0.087,0.088,0.005,0.094
2024/01/01 21:14:00,0.067,-0.089,0.145,-0.015,0.063
2024/01/01 21:14:30,0.081,-0.100,0.203,-0.006,0.016
2024/01/01 21:15:00,0.091,-0.081,0.138,0.020,-0.039
2024/01/01 21:15:30,0.102,-0.098,0.141,0.040,-0.072
2024/01/01 21:16:00,0.114,-0.107,0.119,0.041,-0.061
2024/01/01 21:16:30,0.109,-0.093,0.058,0.024,-0.017
2024/01/01 21:17:00,0.112,-0.103,0.051,-0.006,0.024
2024/01/01 21:17:30,0.090,-0.114,0.051,-0.021,0.034
2024/01/01 21:18:00,0.098,-0.126,0.105,-0.009,0.038
2024/01/01 21:18:30,0.090,-0.102,0.119,0.013,0.000
2024/01/01 21:19:00,0.068,-0.108,0.109,0.028,-0.007
2024/01/01 21:19:30,0.058,-0.084,0.033,0.022,-0.026
2024/01/01 21:20:00,0.030,-0.076,-0.003,0.012,-0.029
2024/01/01 21:20:30,0.024,-0.082,-0.003,0.000,-0.035
2024/01/01 21:21:00,-0.017,-0.073,-0.037,-0.001,-0.012
2024/01/01 21:21:30,-0.017,-0.094,-0.033,0.006,0.024
2024/01/01 21:22:00,-0.030,-0.080,-0.001,0.005,0.073
2024/01/01 21:22:30,-0.039,-0.082,-0.032,-0.001,0.100
2024/01/01 21:23:00,-0.036,-0.071,-0.046,-0.012,0.101
2024/01/01 21:23:30,-0.040,-0.059,-0.097,-0.022,0.052
2024/01/01 21:24:00,-0.036,-0.060,-0.085,-0.022,0.001
2024/01/01 21:24:30,-0.042,-0.042,0.015,-0.009,-0.052
2024/01/01 21:25:00,-0.035,-0.039,0.023,0.014,-0.082
2024/01/01 21:25:30,-0.030,-0.024,-0.007,0.030,-0.088
2024/01/01 21:26:00,-0.028,-0.023,-0.035,0.033,-0.074
2024/01/01 21:26:30,-0.022,-0.010,-0.099,0.032,-0.057
2024/01/01 21:27:00,-0.020,0.022,-0.055,0.036,-0.027
2024/01/01 21:27:30,-0.009,0.028,-0.034,0.040,-0.012
2024/01/01 21:28:00,-0.015,0.018,-0.052,0.032,0.000
2024/01/01 21:28:30,-0.015,0.042,-0.008,0.015,-0.004
2024/01/01 21:29:00,-0.021,0.048,0.044,-0.008,0.023
2024/01/01 21:29:30,-0.014,0.052,0.010,-0.024,0.010
2024/01/01 21:30:00,-0.013,0.066,-0.014,-0.014,0.013
2024/01/01 21:30:30,-0.008,0.122,-0.029,0.008,0.001
2024/01/01 21:31:00,-0.025,0.136,-0.040,0.035,0.002
2024/01/01 21:31:30,-0.027,0.166,-0.034,0.049,-0.015
2024/01/01 21:32:00,-0.038,0.190,-0.010,0.038,-0.032
2024/01/01 21:32:30,-0.035,0.232,0.036,0.016,-0.040
2024/01/01 21:33:00,-0.051,0.228,0.063,-0.007,-0.021
2024/01/01 21:33:30,-0.063,0.194,0.050,-0.022,0.025
2024/01/01 21:34:00,-0.061,0.157,0.036,-0.009,0.081
2024/01/01 21:34:30,-0.070,0.112,0.002,0.013,0.131
2024/01/01 21:35:00,-0.086,0.093,-0.004,0.033,0.132
2024/01/01 21:35:30,-0.092,0.070,0.059,0.030,0.083
2024/01/01 21:36:00,-0.098,0.038,0.067,0.014,0.017
2024/01/01 21:36:30,-0.096,0.004,0.075,-0.013,-0.046
2024/01/01 21:37:00,-0.085,-0.017,0.044,-0.035,-0.082
2024/01/01 21:37:30,-0.082,-0.046,0.078,-0.035,-0.055
2024/01/01 21:38:00,-0.074,-0.071,-0.004,-0.020,-0.013
2024/01/01 21:38:30,-0.056,-0.086,0.009,-0.002,0.047
2024/01/01 21:39:00,-0.051,-0.103,-0.029,0.012,0.091
2024/01/01 21:39:30,-0.047,-0.128,0.005,0.016,0.104
2024/01/01 21:40:00,-0.028,-0.121,-0.012,0.005,0.054
2024/01/01 21:40:30,-0.024,-0.124,-0.034,-0.016,0.007
2024/01/01 21:41:00,-0.008,-0.111,-0.034,-0.024,-0.024
2024/01/01 21:41:30,-0.004,-0.124,-0.035,-0.018,-0.033
2024/01/01 21:42:00,-0.009,-0.090,-0.007,-0.010,-0.015
2024/01/01 21:42:30,-0.014,-0.081,0.031,-0.006,0.009
2024/01/01 21:43:00,-0.015,-0.074,0.054,-0.011,0.008
2024/01/01 21:43:30,-0.014,-0.055,0.021,-0.026,0.003
2024/01/01 21:44:00,-0.014,-0.053,0.048,-0.050,-0.008
2024/01/01 21:44:30,-0.018,-0.049,0.018,-0.053,-0.010
2024/01/01 21:45:00,-0.021,-0.030,-0.019,-0.042,0.000
2024/01/01 21:45:30,-0.017,0.013,0.000,-0.028,-0.028
2024/01/01 21:46:00,-0.004,0.046,0.014,-0.012,-0.022
2024/01/01 21:46:30,-0.013,0.084,0.034,0.000,-0.036
2024/01/01 21:47:00,-0.002,0.126,-0.007,0.002,-0.055
2024/01/01 21:47:30,-0.003,0.110,-0.037,0.006,-0.083
2024/01/01 21:48:00,0.000,0.112,-0.035,0.003,-0.097
2024/01/01 21:48:30,0.016,0.101,-0.064,-0.006,-0.096
2024/01/01 21:49:00,0.013,0.065,-0.046,-0.015,-0.080
2024/01/01 21:49:30,0.022,0.054,-0.049,-0.023,-0.063
2024/01/01 21:50:00,0.033,0.048,-0.069,-0.029,-0.030
2024/01/01 21:50:30,0.040,0.045,-0.012,-0.034,-0.003
2024/01/01 21:51:00,0.030,0.013,0.007,-0.024,0.019
2024/01/01 21:51:30,0.032,-0.013,0.045,-0.012,0.049
2024/01/01 21:52:00,0.032,-0.001,-0.001,0.006,0.052
2024/01/01 21:52:30,0.031,-0.004,-0.020,0.019,0.031
2024/01/01 21:53:00,0.012,-0.009,-0.008,0.014,-0.007
2024/01/01 21:53:30,0.013,-0.023,-0.049,0.002,-0.035
2024/01/01 21:54:00,0.019,-0.007,-0.059,-0.001,-0.054
2024/01/01 21:54:30,0.025,-0.003,-0.035,0.013,-0.028
2024/01/01 21:55:00,0.021,-0.006,-0.064,0.034,-0.003
2024/01/01 21:55:30,0.038,-0.005,-0.076,0.052,0.012
2024/01/01 21:56:00,0.050,-0.008,-0.120,0.054,0.000
2024/01/01 21:56:30,0.053,-0.002,-0.158,0.040,-0.020
2024/01/01 21:57:00,0.079,-0.007,-0.123,0.016,-0.038
2024/01/01 21:57:30,0.090,-0.010,-0.107,0.002,-0.050
2024/01/01 21:58:00,0.088,-0.004,-0.058,0.012,-0.050
2024/01/01 21:58:30,0.103,-0.002,-0.026,0.036,-0.040
2024/01/01 21:59:00,0.091,-0.012,-0.039,0.061,-0.047
2024/01/01 21:59:30,0.097,-0.005,-0.007,0.056,-0.018
2024/01/01 22:00:00,0.100,-0.011,0.006,0.027,0.012
2024/01/01 22:00:30,0.076,-0.019,0.056,-0.010,0.028
2024/01/01 22:01:00,0.070,-0.013,0.120,-0.032,0.032
2024/01/01 22:01:30,0.060,0.005,0.122,-0.022,0.040
2024/01/01 22:02:00,0.037,0.000,0.098,-0.002,0.019
2024/01/01 22:02:30,0.039,-0.004,0.086,0.011,0.014
