Time (JST),Kashiwazaki (m),Mikuni (m),Oga (m),Okushiri (m),Tobishima (m)
2024/01/01 12:23:00,0.006,-0.020,0.001,-0.010,-0.023
2024/01/01 12:23:30,0.015,-0.014,-0.031,-0.006,-0.010
2024/01/01 12:24:00,0.023,-0.006,0.020,0.000,0.023
2024/01/01 12:24:30,0.014,-0.015,0.015,0.006,0.019
2024/01/01 12:25:00,0.012,0.002,0.038,0.006,0.007
2024/01/01 12:25:30,0.023,-0.001,-0.012,0.002,0.024
2024/01/01 12:26:00,0.030,-0.012,-0.004,0.005,0.010
2024/01/01 12:26:30,0.044,0.007,0.027,0.007,-0.010
2024/01/01 12:27:00,0.020,-0.010,-0.014,0.004,-0.008
2024/01/01 12:27:30,0.029,0.000,0.019,0.003,-0.010
2024/01/01 12:28:00,0.030,0.001,-0.016,-0.002,-0.030
2024/01/01 12:28:30,0.030,0.004,0.032,-0.003,0.000
2024/01/01 12:29:00,0.041,0.009,0.029,-0.002,0.021
2024/01/01 12:29:30,0.038,-0.008,0.044,-0.001,0.023
2024/01/01 12:30:00,0.032,-0.002,-0.001,0.003,0.014
2024/01/01 12:30:30,0.030,0.006,-0.020,0.006,-0.006
2024/01/01 12:31:00,0.015,-0.010,-0.034,0.007,-0.002
2024/01/01 12:31:30,0.020,0.014,0.010,0.006,0.008
2024/01/01 12:32:00,0.026,-0.016,0.054,0.000,-0.008
2024/01/01 12:32:30,0.020,0.019,-0.010,-0.004,0.021
2024/01/01 12:33:00,0.020,0.009,-0.032,-0.003,-0.001
2024/01/01 12:33:30,0.012,0.018,-0.070,-0.008,0.010
2024/01/01 12:34:00,0.000,0.016,0.000,-0.014,0.001
2024/01/01 12:34:30,0.000,0.022,0.040,-0.007,-0.006
2024/01/01 12:35:00,0.005,0.003,-0.044,0.001,-0.014
2024/01/01 12:35:30,0.010,0.017,0.037,0.008,0.005
2024/01/01 12:36:00,0.001,0.006,-0.006,0.005,-0.022
2024/01/01 12:36:30,0.001,-0.003,0.096,-0.001,-0.011
2024/01/01 12:37:00,-0.002,0.024,-0.013,-0.006,0.007
2024/01/01 12:37:30,-0.007,-0.010,-0.030,-0.007,0.018
2024/01/01 12:38:00,0.004,-0.018,-0.038,-0.010,0.009
2024/01/01 12:38:30,-0.012,-0.009,-0.005,-0.001,-0.023
2024/01/01 12:39:00,-0.007,0.018,0.047,0.004,-0.002
2024/01/01 12:39:30,-0.006,0.013,0.002,0.002,0.000
2024/01/01 12:40:00,-0.020,0.012,-0.025,0.002,0.018
2024/01/01 12:40:30,-0.016,0.004,-0.017,0.002,0.001
2024/01/01 12:41:00,-0.010,0.000,-0.042,-0.004,-0.005
2024/01/01 12:41:30,-0.027,-0.006,0.070,-0.011,-0.005
2024/01/01 12:42:00,-0.022,-0.003,-0.030,-0.006,-0.001
2024/01/01 12:42:30,-0.017,-0.003,-0.014,0.005,-0.001
2024/01/01 12:43:00,-0.036,0.000,0.018,0.010,0.012
2024/01/01 12:43:30,-0.028,-0.020,0.020,0.002,-0.022
2024/01/01 12:44:00,-0.020,-0.002,-0.008,-0.007,-0.036
2024/01/01 12:44:30,-0.023,0.022,-0.009,-0.004,-0.032
2024/01/01 12:45:00,-0.023,0.000,0.043,0.000,-0.026
2024/01/01 12:45:30,-0.028,0.007,-0.023,-0.002,0.016
2024/01/01 12:46:00,-0.019,0.000,-0.009,0.000,0.052
2024/01/01 12:46:30,-0.012,0.003,-0.001,0.007,0.046
2024/01/01 12:47:00,-0.024,-0.016,0.031,0.005,0.036
2024/01/01 12:47:30,-0.022,-0.006,-0.011,-0.003,0.011
2024/01/01 12:48:00,-0.014,0.005,-0.004,-0.002,-0.010
2024/01/01 12:48:30,-0.016,-0.005,0.013,-0.007,-0.050
2024/01/01 12:49:00,-0.007,-0.005,0.006,-0.009,-0.041
2024/01/01 12:49:30,-0.015,-0.001,0.000,-0.001,-0.026
2024/01/01 12:50:00,-0.013,0.003,0.031,0.010,0.025
2024/01/01 12:50:30,0.005,0.017,0.021,0.008,0.049
2024/01/01 12:51:00,-0.015,-0.020,-0.019,0.005,0.043
2024/01/01 12:51:30,-0.003,0.004,-0.042,0.000,-0.001
2024/01/01 12:52:00,-0.002,0.021,-0.024,-0.004,-0.030
2024/01/01 12:52:30,0.001,0.010,-0.013,-0.007,-0.055
2024/01/01 12:53:00,-0.002,0.001,0.008,0.002,-0.043
2024/01/01 12:53:30,-0.002,-0.008,0.008,0.008,-0.031
2024/01/01 12:54:00,0.006,-0.008,-0.051,0.009,0.016
2024/01/01 12:54:30,-0.006,0.003,-0.005,0.007,0.010
2024/01/01 12:55:00,0.000,0.002,0.047,0.000,0.044
2024/01/01 12:55:30,0.005,0.024,0.016,-0.006,0.034
2024/01/01 12:56:00,-0.004,0.008,-0.022,-0.007,0.050
2024/01/01 12:56:30,0.003,0.016,-0.032,-0.002,-0.009
2024/01/01 12:57:00,0.012,-0.001,-0.006,0.007,-0.036
2024/01/01 12:57:30,0.016,-0.003,0.021,0.012,-0.053
2024/01/01 12:58:00,-0.007,-0.014,0.062,0.004,-0.045
2024/01/01 12:58:30,-0.002,0.011,-0.006,-0.003,-0.047
2024/01/01 12:59:00,0.017,-0.006,0.010,-0.002,0.011
2024/01/01 12:59:30,0.010,0.004,0.018,-0.001,0.038
2024/01/01 13:00:00,0.018,-0.013,-0.005,0.002,0.044
2024/01/01 13:00:30,0.007,0.006,0.002,0.007,0.036
2024/01/01 13:01:00,0.017,0.008,0.037,0.007,0.016
2024/01/01 13:01:30,0.012,0.001,-0.016,0.003,0.001
2024/01/01 13:02:00,0.015,-0.006,-0.015,-0.005,-0.035
2024/01/01 13:02:30,0.002,-0.006,-0.042,-0.010,-0.025
2024/01/01 13:03:00,0.012,0.018,-0.007,-0.005,-0.016
2024/01/01 13:03:30,0.000,-0.007,0.015,0.003,-0.009
2024/01/01 13:04:00,-0.010,-0.009,-0.022,0.008,0.007
2024/01/01 13:04:30,-0.009,0.006,0.058,0.006,0.030
2024/01/01 13:05:00,0.002,0.004,0.000,0.001,0.020
2024/01/01 13:05:30,-0.011,-0.016,-0.002,-0.006,-0.011
2024/01/01 13:06:00,0.000,-0.002,0.032,-0.009,-0.017
2024/01/01 13:06:30,-0.002,0.001,-0.029,-0.004,-0.009
2024/01/01 13:07:00,-0.005,-0.002,-0.010,0.002,0.003
2024/01/01 13:07:30,0.004,-0.017,-0.028,0.006,0.026
2024/01/01 13:08:00,-0.005,-0.010,-0.001,0.006,0.025
2024/01/01 13:08:30,0.006,-0.012,0.034,0.001,0.012
2024/01/01 13:09:00,-0.010,-0.027,0.014,-0.002,-0.002
2024/01/01 13:09:30,-0.014,-0.014,-0.040,-0.003,-0.017
2024/01/01 13:10:00,-0.016,-0.010,-0.009,0.001,-0.033
2024/01/01 13:10:30,-0.005,-0.024,-0.039,0.008,-0.021
2024/01/01 13:11:00,0.004,-0.021,-0.011,0.009,-0.024
2024/01/01 13:11:30,-0.010,-0.014,-0.009,0.003,-0.008
2024/01/01 13:12:00,-0.010,-0.005,0.068,-0.004,0.006
2024/01/01 13:12:30,0.014,0.006,-0.033,-0.008,0.046
2024/01/01 13:13:00,0.015,-0.006,-0.033,-0.008,0.041
2024/01/01 13:13:30,0.003,-0.016,-0.037,-0.002,0.043
2024/01/01 13:14:00,0.018,-0.003,-0.008,0.005,0.004
2024/01/01 13:14:30,0.014,-0.024,0.036,0.009,-0.045
2024/01/01 13:15:00,0.007,-0.007,0.043,0.008,-0.064
2024/01/01 13:15:30,0.004,-0.003,0.003,-0.001,-0.060
2024/01/01 13:16:00,0.014,-0.012,-0.040,-0.009,0.000
2024/01/01 13:16:30,-0.002,-0.001,-0.003,-0.010,0.030
2024/01/01 13:17:00,0.009,0.017,0.031,-0.006,0.066
2024/01/01 13:17:30,0.010,0.029,-0.020,-0.002,0.039
2024/01/01 13:18:00,-0.002,0.015,-0.029,-0.001,0.019
2024/01/01 13:18:30,0.011,0.013,0.003,0.004,-0.015
2024/01/01 13:19:00,0.003,0.005,0.033,-0.001,-0.037
2024/01/01 13:19:30,0.000,0.015,0.014,-0.006,-0.031
2024/01/01 13:20:00,0.010,0.010,-0.024,-0.007,-0.013
2024/01/01 13:20:30,0.003,0.022,-0.028,-0.002,0.027
2024/01/01 13:21:00,0.006,0.025,0.044,0.000,0.024
2024/01/01 13:21:30,0.021,0.009,0.014,0.003,0.041
2024/01/01 13:22:00,0.017,0.010,-0.012,0.003,0.008
2024/01/01 13:22:30,-0.003,0.009,-0.030,-0.001,-0.005
2024/01/01 13:23:00,-0.010,0.009,0.018,0.002,-0.052
2024/01/01 13:23:30,0.008,0.019,0.034,0.004,-0.048
2024/01/01 13:24:00,0.002,-0.004,-0.018,-0.001,-0.021
2024/01/01 13:24:30,0.007,-0.005,-0.010,-0.005,-0.002
2024/01/01 13:25:00,-0.001,0.013,-0.001,-0.008,0.022
2024/01/01 13:25:30,-0.005,0.020,-0.003,-0.005,0.036
2024/01/01 13:26:00,-0.015,-0.005,0.002,0.001,0.042
2024/01/01 13:26:30,-0.004,-0.002,0.024,0.005,0.024
2024/01/01 13:27:00,-0.016,0.010,0.012,0.007,-0.016
2024/01/01 13:27:30,-0.022,-0.011,0.036,0.001,-0.028
2024/01/01 13:28:00,-0.001,0.008,0.000,-0.010,-0.019
2024/01/01 13:28:30,0.005,-0.006,-0.016,-0.016,0.001
2024/01/01 13:29:00,0.008,-0.015,-0.034,-0.010,0.012
2024/01/01 13:29:30,-0.005,-0.005,-0.008,0.001,0.002
2024/01/01 13:30:00,-0.013,0.000,0.023,0.014,0.020
2024/01/01 13:30:30,0.002,0.012,0.009,0.008,-0.002
2024/01/01 13:31:00,0.009,-0.004,-0.028,-0.007,-0.019
2024/01/01 13:31:30,0.013,0.008,-0.060,-0.014,-0.020
2024/01/01 13:32:00,-0.004,-0.011,0.042,-0.007,-0.005
2024/01/01 13:32:30,0.001,-0.016,0.035,0.000,0.015
2024/01/01 13:33:00,0.019,-0.002,0.022,0.011,0.006
2024/01/01 13:33:30,0.000,-0.012,-0.030,0.012,0.026
2024/01/01 13:34:00,-0.001,0.015,-0.036,0.002,0.005
2024/01/01 13:34:30,0.001,-0.015,-0.020,-0.011,0.004
2024/01/01 13:35:00,0.011,0.006,0.066,-0.010,-0.032
2024/01/01 13:35:30,0.001,0.010,0.044,-0.002,0.001
2024/01/01 13:36:00,-0.007,-0.007,-0.019,0.002,0.006
2024/01/01 13:36:30,0.018,-0.011,-0.032,0.008,0.014
2024/01/01 13:37:00,0.003,-0.001,-0.044,0.006,0.011
2024/01/01 13:37:30,0.008,-0.022,0.017,0.001,-0.007
2024/01/01 13:38:00,-0.005,-0.004,-0.006,-0.007,0.017
2024/01/01 13:38:30,0.008,-0.001,0.018,-0.009,0.015
2024/01/01 13:39:00,-0.007,0.010,0.058,-0.005,0.022
2024/01/01 13:39:30,-0.015,-0.009,-0.025,0.000,0.010
2024/01/01 13:40:00,-0.006,-0.018,-0.049,0.003,-0.007
2024/01/01 13:40:30,-0.001,0.013,-0.014,0.003,-0.019
2024/01/01 13:41:00,-0.008,-0.008,0.037,0.004,-0.030
2024/01/01 13:41:30,-0.017,0.013,0.008,0.001,-0.006
2024/01/01 13:42:00,-0.003,0.015,0.023,-0.004,0.017
2024/01/01 13:42:30,0.002,0.003,-0.026,-0.002,0.005
2024/01/01 13:43:00,0.001,0.008,-0.003,0.002,-0.005
2024/01/01 13:43:30,0.003,-0.009,0.002,0.002,0.007
2024/01/01 13:44:00,0.019,0.019,0.054,-0.002,0.014
2024/01/01 13:44:30,0.001,-0.017,-0.024,-0.003,0.027
2024/01/01 13:45:00,-0.006,-0.017,-0.061,0.003,0.006
2024/01/01 13:45:30,-0.001,0.013,-0.031,0.004,0.000
2024/01/01 13:46:00,-0.005,0.005,-0.007,0.004,-0.020
2024/01/01 13:46:30,0.003,-0.011,0.013,0.006,-0.002
2024/01/01 13:47:00,-0.004,-0.013,0.022,0.002,-0.018
2024/01/01 13:47:30,-0.002,0.000,0.001,-0.004,-0.011
2024/01/01 13:48:00,-0.011,-0.006,-0.027,-0.002,0.004
2024/01/01 13:48:30,-0.003,-0.011,-0.027,0.003,-0.001
2024/01/01 13:49:00,-0.023,0.000,0.001,0.009,-0.031
2024/01/01 13:49:30,-0.001,0.025,0.013,0.010,0.007
2024/01/01 13:50:00,-0.001,-0.011,0.026,0.004,-0.011
2024/01/01 13:50:30,0.002,-0.011,0.025,-0.002,0.008
2024/01/01 13:51:00,-0.018,-0.014,-0.051,-0.001,-0.002
2024/01/01 13:51:30,-0.008,0.015,-0.023,0.001,0.007
2024/01/01 13:52:00,0.001,-0.021,0.006,-0.001,0.011
2024/01/01 13:52:30,-0.001,0.008,-0.013,0.002,0.010
2024/01/01 13:53:00,-0.004,-0.013,0.052,0.009,0.003
2024/01/01 13:53:30,-0.009,-0.007,0.008,0.007,-0.016
2024/01/01 13:54:00,-0.015,0.006,0.020,0.001,-0.024
2024/01/01 13:54:30,-0.016,-0.023,-0.028,0.002,-0.020
2024/01/01 13:55:00,0.000,0.012,-0.022,0.001,-0.008
2024/01/01 13:55:30,-0.007,-0.008,0.034,-0.001,-0.018
2024/01/01 13:56:00,-0.003,0.015,0.000,0.000,-0.003
2024/01/01 13:56:30,-0.003,0.024,0.013,0.002,0.006
2024/01/01 13:57:00,-0.003,-0.003,0.013,0.005,0.004
2024/01/01 13:57:30,0.012,0.008,0.033,0.000,0.036
2024/01/01 13:58:00,-0.008,0.004,0.022,-0.003,0.037
2024/01/01 13:58:30,0.011,-0.004,-0.005,-0.001,0.002
2024/01/01 13:59:00,0.006,0.014,-0.023,-0.001,-0.038
2024/01/01 13:59:30,0.016,-0.002,-0.018,0.001,-0.069
2024/01/01 14:00:00,0.011,0.021,0.018,0.004,-0.054
2024/01/01 14:00:30,0.007,-0.005,0.022,0.008,-0.014
2024/01/01 14:01:00,0.011,0.029,0.022,0.006,0.030
2024/01/01 14:01:30,0.001,0.005,0.001,-0.001,0.044
2024/01/01 14:02:00,0.004,-0.006,-0.025,-0.002,0.036
2024/01/01 14:02:30,-0.013,0.003,-0.033,0.001,0.005
2024/01/01 14:03:00,0.013,0.004,-0.019,0.001,0.003
2024/01/01 14:03:30,0.015,0.005,0.025,-0.002,-0.039
2024/01/01 14:04:00,0.009,-0.022,-0.030,-0.002,-0.031
2024/01/01 14:04:30,0.002,0.004,0.034,0.001,-0.049
2024/01/01 14:05:00,-0.001,0.006,0.022,0.003,-0.011
2024/01/01 14:05:30,0.013,0.012,0.031,0.005,0.012
2024/01/01 14:06:00,-0.007,-0.002,-0.024,0.004,0.032
2024/01/01 14:06:30,-0.007,0.005,-0.034,-0.002,0.036
2024/01/01 14:07:00,0.012,-0.001,-0.027,-0.006,0.017
2024/01/01 14:07:30,-0.004,-0.002,0.007,-0.009,0.003
2024/01/01 14:08:00,-0.006,0.004,0.003,-0.008,-0.029
2024/01/01 14:08:30,0.006,0.011,0.006,-0.001,-0.004
2024/01/01 14:09:00,0.000,0.006,-0.004,0.003,-0.015
2024/01/01 14:09:30,0.005,-0.026,-0.007,0.003,0.001
2024/01/01 14:10:00,-0.006,0.010,0.003,0.000,-0.006
2024/01/01 14:10:30,0.002,0.010,0.011,-0.006,0.018
2024/01/01 14:11:00,0.006,0.000,0.017,-0.005,0.000
2024/01/01 14:11:30,-0.006,-0.015,0.005,-0.001,-0.007
2024/01/01 14:12:00,-0.007,-0.016,-0.001,-0.001,0.015
2024/01/01 14:12:30,0.010,0.018,0.022,-0.006,0.015
2024/01/01 14:13:00,0.002,0.000,0.030,-0.006,0.011
2024/01/01 14:13:30,-0.011,-0.017,0.000,-0.004,0.024
2024/01/01 14:14:00,-0.012,-0.002,-0.024,-0.003,0.041
2024/01/01 14:14:30,-0.006,-0.001,0.016,-0.002,0.013
2024/01/01 14:15:00,-0.005,-0.006,0.013,0.002,-0.015
2024/01/01 14:15:30,-0.023,-0.008,0.002,0.000,-0.047
2024/01/01 14:16:00,-0.012,-0.009,-0.031,-0.005,-0.021
2024/01/01 14:16:30,-0.002,-0.011,0.017,-0.003,-0.037
2024/01/01 14:17:00,-0.007,0.004,0.008,-0.001,-0.003
2024/01/01 14:17:30,-0.012,0.003,-0.029,-0.006,0.015
2024/01/01 14:18:00,-0.005,-0.009,-0.003,-0.006,0.034
2024/01/01 14:18:30,-0.011,0.038,-0.025,0.004,0.025
2024/01/01 14:19:00,0.001,0.023,0.007,0.006,0.011
2024/01/01 14:19:30,0.002,-0.001,-0.021,0.000,0.026
2024/01/01 14:20:00,0.008,-0.014,-0.011,-0.001,0.003
2024/01/01 14:20:30,-0.003,-0.001,-0.025,0.000,0.024
2024/01/01 14:21:00,0.013,0.025,-0.003,-0.003,-0.004
2024/01/01 14:21:30,-0.009,-0.018,-0.019,-0.002,0.015
2024/01/01 14:22:00,0.015,-0.007,0.024,0.002,-0.015
2024/01/01 14:22:30,0.008,0.014,0.013,-0.001,-0.005
2024/01/01 14:23:00,0.017,0.020,-0.046,-0.003,-0.023
2024/01/01 14:23:30,0.002,-0.004,0.014,-0.001,0.008
2024/01/01 14:24:00,-0.007,0.016,-0.003,-0.005,-0.006
2024/01/01 14:24:30,0.013,0.009,0.021,-0.010,0.008
2024/01/01 14:25:00,0.002,-0.009,-0.024,-0.004,-0.013
2024/01/01 14:25:30,-0.002,-0.005,0.013,0.004,-0.008
2024/01/01 14:26:00,0.004,-0.005,0.005,0.003,-0.001
2024/01/01 14:26:30,0.007,0.003,-0.062,-0.006,0.014
2024/01/01 14:27:00,-0.004,-0.014,-0.037,-0.010,0.031
2024/01/01 14:27:30,0.004,-0.017,-0.002,-0.006,0.045
2024/01/01 14:28:00,-0.001,0.009,0.011,0.003,0.022
2024/01/01 14:28:30,-0.003,0.003,0.044,0.009,-0.008
2024/01/01 14:29:00,0.002,-0.002,-0.013,0.006,-0.023
2024/01/01 14:29:30,-0.001,0.031,-0.016,0.001,-0.024
2024/01/01 14:30:00,-0.011,-0.017,0.023,-0.005,-0.019
2024/01/01 14:30:30,-0.012,-0.019,0.011,-0.007,-0.005
2024/01/01 14:31:00,0.011,0.008,0.005,-0.002,0.013
2024/01/01 14:31:30,-0.007,0.002,0.042,0.004,0.016
2024/01/01 14:32:00,-0.004,-0.018,-0.017,0.004,0.014
2024/01/01 14:32:30,-0.014,-0.004,0.018,0.000,0.002
2024/01/01 14:33:00,0.000,-0.015,-0.002,0.000,0.002
2024/01/01 14:33:30,-0.012,0.000,0.022,0.001,-0.017
2024/01/01 14:34:00,-0.012,-0.029,0.010,0.002,-0.020
2024/01/01 14:34:30,-0.002,-0.016,0.011,0.000,0.002
2024/01/01 14:35:00,-0.002,0.007,-0.011,0.000,0.012
2024/01/01 14:35:30,-0.001,-0.019,-0.015,-0.003,0.011
2024/01/01 14:36:00,-0.006,-0.010,0.033,0.000,-0.002
2024/01/01 14:36:30,0.013,0.002,0.039,0.006,-0.003
2024/01/01 14:37:00,0.023,-0.012,-0.031,0.003,-0.020
2024/01/01 14:37:30,0.012,-0.005,-0.007,-0.008,-0.006
2024/01/01 14:38:00,0.022,-0.019,-0.057,-0.007,-0.020
2024/01/01 14:38:30,0.020,0.001,0.047,0.001,0.012
2024/01/01 14:39:00,0.014,-0.011,0.000,0.005,-0.012
2024/01/01 14:39:30,0.005,0.007,-0.003,0.012,0.010
2024/01/01 14:40:00,0.008,0.005,-0.021,0.010,0.004
2024/01/01 14:40:30,0.014,-0.012,-0.025,0.001,0.008
2024/01/01 14:41:00,0.014,-0.013,0.020,-0.004,-0.025
2024/01/01 14:41:30,0.016,0.004,-0.007,-0.003,-0.037
2024/01/01 14:42:00,0.015,0.007,-0.046,0.003,-0.025
2024/01/01 14:42:30,-0.004,0.006,-0.030,0.009,-0.007
2024/01/01 14:43:00,0.021,-0.009,0.077,0.009,0.024
2024/01/01 14:43:30,0.018,0.002,0.043,0.002,0.015
2024/01/01 14:44:00,0.008,0.005,-0.006,-0.004,0.033
2024/01/01 14:44:30,0.011,0.001,-0.035,0.000,0.009
2024/01/01 14:45:00,0.015,-0.003,-0.022,0.001,-0.009
2024/01/01 14:45:30,0.017,-0.026,-0.016,0.007,-0.020
2024/01/01 14:46:00,0.014,-0.004,0.052,0.013,-0.002
2024/01/01 14:46:30,0.020,-0.003,-0.010,0.010,0.004
2024/01/01 14:47:00,0.016,0.003,-0.031,0.002,-0.002
2024/01/01 14:47:30,0.003,-0.002,-0.004,-0.002,-0.015
2024/01/01 14:48:00,0.003,0.008,0.005,0.002,0.013
2024/01/01 14:48:30,-0.002,0.008,0.027,0.000,0.015
2024/01/01 14:49:00,-0.012,0.000,0.029,0.004,0.007
2024/01/01 14:49:30,-0.012,0.004,0.001,0.010,-0.004
2024/01/01 14:50:00,-0.018,0.010,-0.005,0.010,0.011
2024/01/01 14:50:30,-0.016,-0.004,-0.038,0.002,-0.015
2024/01/01 14:51:00,-0.017,0.000,0.022,-0.002,-0.013
2024/01/01 14:51:30,-0.007,0.012,0.014,0.002,-0.023
2024/01/01 14:52:00,-0.012,-0.009,0.006,0.004,0.019
2024/01/01 14:52:30,-0.024,0.006,0.008,0.002,0.023
2024/01/01 14:53:00,-0.008,0.014,-0.013,0.003,0.013
2024/01/01 14:53:30,-0.005,0.008,0.002,0.005,0.003
2024/01/01 14:54:00,-0.010,0.033,0.075,0.000,-0.024
2024/01/01 14:54:30,-0.007,0.005,0.015,0.001,-0.022
2024/01/01 14:55:00,-0.011,-0.001,-0.026,-0.001,-0.021
2024/01/01 14:55:30,-0.006,0.005,-0.045,-0.002,-0.010
2024/01/01 14:56:00,-0.002,0.000,-0.008,0.000,0.014
2024/01/01 14:56:30,0.011,0.016,0.010,0.003,0.010
2024/01/01 14:57:00,-0.003,0.008,-0.007,-0.001,0.016
2024/01/01 14:57:30,-0.005,0.015,-0.002,-0.009,-0.004
2024/01/01 14:58:00,-0.006,0.010,-0.023,-0.005,-0.010
2024/01/01 14:58:30,-0.010,0.006,-0.020,0.000,-0.008
2024/01/01 14:59:00,-0.002,0.024,0.043,0.001,0.004
2024/01/01 14:59:30,-0.011,-0.011,-0.015,-0.005,-0.014
2024/01/01 15:00:00,-0.006,0.015,-0.005,-0.009,-0.012
2024/01/01 15:00:30,-0.019,0.005,-0.025,-0.007,-0.028
2024/01/01 15:01:00,-0.030,0.013,0.001,-0.003,-0.016
2024/01/01 15:01:30,-0.007,-0.006,0.017,0.003,-0.005
2024/01/01 15:02:00,-0.021,0.024,-0.012,0.003,0.009
2024/01/01 15:02:30,-0.012,0.018,0.021,-0.005,0.027
2024/01/01 15:03:00,-0.015,0.001,0.013,-0.008,0.025
2024/01/01 15:03:30,-0.020,0.021,0.003,-0.009,0.029
2024/01/01 15:04:00,-0.023,0.009,-0.019,-0.006,-0.001
2024/01/01 15:04:30,-0.009,0.009,-0.009,0.001,-0.017
2024/01/01 15:05:00,-0.026,0.001,0.001,0.008,-0.039
2024/01/01 15:05:30,0.001,0.000,0.001,0.004,-0.033
2024/01/01 15:06:00,-0.004,-0.009,-0.018,-0.004,-0.039
2024/01/01 15:06:30,-0.008,0.005,-0.034,-0.008,-0.014
2024/01/01 15:07:00,-0.006,0.015,0.011,-0.008,0.018
2024/01/01 15:07:30,-0.017,0.025,0.012,-0.006,0.034
2024/01/01 15:08:00,-0.016,-0.006,-0.036,-0.001,0.034
2024/01/01 15:08:30,0.014,-0.003,0.009,0.004,0.021
2024/01/01 15:09:00,0.006,-0.016,0.021,0.009,0.018
2024/01/01 15:09:30,0.002,0.001,0.030,0.005,0.002
2024/01/01 15:10:00,0.009,-0.028,0.020,-0.003,-0.008
2024/01/01 15:10:30,0.006,0.008,-0.013,-0.008,-0.012
2024/01/01 15:11:00,0.004,0.011,0.014,-0.009,-0.026
2024/01/01 15:11:30,-0.005,-0.006,-0.028,-0.004,-0.030
2024/01/01 15:12:00,0.003,0.012,0.000,0.000,-0.010
2024/01/01 15:12:30,0.001,0.006,-0.016,0.002,0.027
2024/01/01 15:13:00,0.003,0.004,0.030,0.001,0.040
2024/01/01 15:13:30,0.024,-0.014,0.039,-0.005,0.034
2024/01/01 15:14:00,0.033,0.008,0.022,-0.004,0.024
2024/01/01 15:14:30,0.017,-0.013,0.006,-0.004,-0.005
2024/01/01 15:15:00,-0.016,-0.010,-0.023,-0.006,-0.027
2024/01/01 15:15:30,0.004,-0.020,0.025,-0.006,-0.019
2024/01/01 15:16:00,0.005,0.027,-0.028,-0.003,-0.005
2024/01/01 15:16:30,-0.005,-0.012,-0.004,-0.002,0.015
2024/01/01 15:17:00,0.004,-0.015,-0.010,-0.003,0.017
2024/01/01 15:17:30,0.000,-0.018,0.015,0.003,0.014
2024/01/01 15:18:00,-0.028,0.012,0.011,0.010,0.007
2024/01/01 15:18:30,-0.019,-0.023,-0.015,0.005,0.014
2024/01/01 15:19:00,0.013,-0.037,0.017,-0.007,-0.001
2024/01/01 15:19:30,0.016,-0.032,-0.043,-0.018,0.017
2024/01/01 15:20:00,0.002,-0.001,-0.005,-0.015,-0.014
2024/01/01 15:20:30,0.002,-0.005,0.005,-0.006,-0.010
2024/01/01 15:21:00,0.015,-0.011,-0.004,0.005,-0.033
2024/01/01 15:21:30,0.002,-0.006,-0.008,0.011,-0.002
2024/01/01 15:22:00,-0.009,-0.008,0.006,0.007,0.026
2024/01/01 15:22:30,0.009,-0.012,0.012,0.000,0.038
2024/01/01 15:23:00,0.016,-0.011,0.006,-0.006,0.045
2024/01/01 15:23:30,0.012,0.004,0.008,-0.012,0.001
2024/01/01 15:24:00,0.017,-0.011,-0.017,-0.007,-0.009
2024/01/01 15:24:30,0.006,-0.022,0.010,0.002,-0.015
2024/01/01 15:25:00,0.013,0.006,0.007,0.009,-0.024
2024/01/01 15:25:30,0.019,-0.015,0.039,0.005,-0.025
2024/01/01 15:26:00,0.013,0.007,0.003,0.001,-0.020
2024/01/01 15:26:30,0.007,-0.007,-0.043,-0.004,-0.017
2024/01/01 15:27:00,0.006,-0.006,-0.035,-0.008,0.016
2024/01/01 15:27:30,-0.006,-0.005,0.026,-0.003,0.039
2024/01/01 15:28:00,0.004,-0.009,0.007,0.004,0.014
2024/01/01 15:28:30,0.000,0.012,-0.036,0.008,0.008
2024/01/01 15:29:00,0.005,-0.032,-0.018,0.008,-0.020
2024/01/01 15:29:30,0.018,-0.023,-0.004,0.007,-0.026
2024/01/01 15:30:00,-0.001,0.017,0.041,0.002,-0.031
2024/01/01 15:30:30,-0.006,-0.014,0.020,0.000,-0.001
2024/01/01 15:31:00,0.003,-0.021,-0.019,0.004,0.028
2024/01/01 15:31:30,0.002,0.002,-0.007,0.007,0.056
2024/01/01 15:32:00,-0.004,0.005,-0.007,0.004,0.057
2024/01/01 15:32:30,-0.009,-0.002,-0.009,0.002,0.020
2024/01/01 15:33:00,0.007,0.001,0.035,-0.001,-0.002
2024/01/01 15:33:30,-0.009,-0.009,-0.037,-0.003,-0.035
2024/01/01 15:34:00,-0.002,0.017,-0.023,0.003,-0.031
2024/01/01 15:34:30,0.000,-0.027,0.018,0.008,-0.028
2024/01/01 15:35:00,-0.009,0.007,-0.007,0.009,-0.009
2024/01/01 15:35:30,-0.004,-0.015,-0.017,0.006,0.019
2024/01/01 15:36:00,0.020,-0.005,-0.010,0.006,0.018
2024/01/01 15:36:30,0.005,0.003,0.004,0.002,0.009
2024/01/01 15:37:00,0.015,0.017,0.003,0.003,0.014
2024/01/01 15:37:30,-0.007,-0.004,0.000,0.005,-0.015
2024/01/01 15:38:00,0.005,0.004,0.004,0.002,-0.037
2024/01/01 15:38:30,0.014,-0.014,-0.039,0.005,-0.040
2024/01/01 15:39:00,0.012,-0.001,0.001,0.006,-0.023
